Applicant_ID,Utilization_Ratio,Debt_to_Income,Checking_Account_Status,Loan_Duration,Age,Credit_History_Score,Loan_Purpose,Default_Status
1768,5694.0,11.87,0.01,1.0,0.12,2.0,,
1769,5693.0,6.68,0.01,1.0,0.12,2.0,,
1770,5692.0,7.74,0.01,1.0,0.12,2.0,,
1771,5689.0,11.52,0.01,1.0,0.12,2.0,,
1772,5688.0,11.55,0.01,1.0,0.12,2.0,,
1773,5685.0,9.93,0.01,1.0,0.12,2.0,,
1774,5684.0,12.96,0.01,1.0,0.12,2.0,,
1775,5682.0,9.82,0.01,1.0,0.12,2.0,,
1776,5676.0,13.81,0.01,1.0,0.12,2.0,,
1777,5675.0,12.36,0.01,1.0,0.12,2.0,,
1778,5674.0,8.15,0.01,1.0,0.12,2.0,,
1779,5673.0,8.95,0.01,1.0,0.12,2.0,,
1780,5669.0,11.68,0.01,1.0,0.12,2.0,,
1781,5661.0,13.94,0.01,1.0,0.12,2.0,,
1782,5660.0,6.79,0.01,1.0,0.12,2.0,,
1783,5659.0,10.15,0.01,1.0,0.12,2.0,,
1784,5657.0,6.19,0.01,1.0,0.12,2.0,,
1785,5654.0,7.79,0.01,1.0,0.12,2.0,,
1786,5651.0,11.86,0.01,1.0,0.12,2.0,,
1787,5648.0,5.78,0.01,1.0,0.12,2.0,,
1788,5642.0,11.62,0.01,1.0,0.12,2.0,,
1789,5641.0,14.01,0.01,1.0,0.12,2.0,,
1790,5640.0,14.69,0.01,1.0,0.12,2.0,,
1791,5639.0,7.17,0.01,1.0,0.12,2.0,,
1792,5633.0,12.49,0.01,1.0,0.12,2.0,,
1793,5628.0,14.26,0.01,1.0,0.12,2.0,,
1794,5619.0,5.91,0.01,1.0,0.12,2.0,,
1795,5618.0,9.14,0.01,1.0,0.12,2.0,,
1796,5614.0,14.19,0.01,1.0,0.12,2.0,,
1797,5611.0,7.03,0.01,1.0,0.12,2.0,,
1798,5610.0,14.34,0.01,1.0,0.12,2.0,,
1799,5607.0,10.27,0.01,1.0,0.12,2.0,,
1800,5601.0,6.0,0.01,1.0,0.12,2.0,,
1801,5598.0,9.5,0.01,1.0,0.12,2.0,,
1802,5596.0,8.26,0.01,1.0,0.12,2.0,,
1803,5595.0,7.82,0.01,1.0,0.12,2.0,,
1804,5593.0,10.41,0.01,1.0,0.12,2.0,,
1805,5590.0,9.84,0.01,1.0,0.12,2.0,,
1806,5586.0,9.82,0.01,1.0,0.12,2.0,,
1807,5584.0,5.88,0.01,1.0,0.12,2.0,,
1808,5583.0,13.02,0.01,1.0,0.12,2.0,,
1809,5575.0,9.81,0.01,1.0,0.12,2.0,,
1810,5574.0,13.21,0.01,1.0,0.12,2.0,,
1811,5573.0,13.25,0.01,1.0,0.12,2.0,,
1812,5570.0,8.17,0.01,1.0,0.12,2.0,,
1813,5554.0,5.04,0.01,1.0,0.12,2.0,,
1814,5553.0,14.11,0.01,1.0,0.12,2.0,,
1815,5552.0,12.61,0.01,1.0,0.12,2.0,,
1816,5551.0,6.07,0.01,1.0,0.12,2.0,,
1817,5547.0,12.02,0.01,1.0,0.12,2.0,,
1818,5546.0,5.2,0.01,1.0,0.12,2.0,,
1819,5543.0,5.28,0.01,1.0,0.12,2.0,,
1820,5540.0,10.26,0.01,1.0,0.12,2.0,,
1821,5534.0,5.96,0.01,1.0,0.12,2.0,,
1822,5533.0,14.64,0.01,1.0,0.12,2.0,,
1823,5531.0,13.94,0.01,1.0,0.12,2.0,,
1824,5528.0,11.5,0.01,1.0,0.12,2.0,,
1825,5523.0,5.64,0.01,1.0,0.12,2.0,,
1826,5522.0,8.25,0.01,1.0,0.12,2.0,,
1827,5519.0,8.72,0.01,1.0,0.12,2.0,,
1828,5518.0,9.81,0.01,1.0,0.12,2.0,,
1829,5515.0,6.69,0.01,1.0,0.12,2.0,,
1830,5513.0,10.78,0.01,1.0,0.12,2.0,,
1831,5511.0,9.36,0.01,1.0,0.12,2.0,,
1832,5509.0,14.47,0.01,1.0,0.12,2.0,,
1833,5508.0,14.36,0.01,1.0,0.12,2.0,,
1834,5503.0,10.65,0.01,1.0,0.12,2.0,,
1835,5502.0,11.44,0.01,1.0,0.12,2.0,,
1836,5501.0,6.38,0.01,1.0,0.12,2.0,,
1837,5500.0,7.23,0.01,1.0,0.12,2.0,,
1838,5496.0,14.01,0.01,1.0,0.12,2.0,,
1839,5495.0,11.99,0.01,1.0,0.12,2.0,,
1840,5494.0,6.89,0.01,1.0,0.12,2.0,,
1841,5492.0,10.7,0.01,1.0,0.12,2.0,,
1842,5489.0,14.35,0.01,1.0,0.12,2.0,,
1843,5486.0,8.45,0.01,1.0,0.12,2.0,,
1844,5485.0,6.86,0.01,1.0,0.12,2.0,,
1845,5482.0,14.42,0.01,1.0,0.12,2.0,,
1846,5478.0,9.61,0.01,1.0,0.12,2.0,,
1847,5477.0,9.17,0.01,1.0,0.12,2.0,,
1848,5474.0,7.68,0.01,1.0,0.12,2.0,,
1849,5468.0,13.92,0.01,1.0,0.12,2.0,,
1850,5466.0,13.46,0.01,1.0,0.12,2.0,,
1851,5462.0,9.03,0.01,1.0,0.12,2.0,,
1852,5456.0,5.31,0.01,1.0,0.12,2.0,,
1853,5451.0,9.47,0.01,1.0,0.12,2.0,,
1854,5448.0,6.81,0.01,1.0,0.12,2.0,,
1855,5447.0,6.43,0.01,1.0,0.12,2.0,,
1856,5445.0,8.93,0.01,1.0,0.12,2.0,,
1857,5444.0,5.99,0.01,1.0,0.12,2.0,,
1858,5441.0,14.57,0.01,1.0,0.12,2.0,,
1859,5438.0,5.48,0.01,1.0,0.12,2.0,,
1860,5435.0,9.01,0.01,1.0,0.12,2.0,,
1861,5430.0,6.63,0.01,1.0,0.12,2.0,,
1862,5427.0,11.89,0.01,1.0,0.12,2.0,,
1863,5426.0,5.79,0.01,1.0,0.12,2.0,,
1864,5420.0,10.47,0.01,1.0,0.12,2.0,,
1865,5419.0,12.73,0.01,1.0,0.12,2.0,,
1866,5414.0,14.5,0.01,1.0,0.12,2.0,,
1867,5411.0,11.99,0.01,1.0,0.12,2.0,,
1868,5409.0,5.99,0.01,1.0,0.12,2.0,,
1869,5402.0,5.89,0.01,1.0,0.12,2.0,,
1870,5401.0,12.32,0.01,1.0,0.12,2.0,,
1871,5396.0,7.15,0.01,1.0,0.12,2.0,,
1872,5395.0,9.47,0.01,1.0,0.12,2.0,,
1873,5393.0,14.77,0.01,1.0,0.12,2.0,,
1874,5389.0,13.2,0.01,1.0,0.12,2.0,,
1875,5387.0,13.47,0.01,1.0,0.12,2.0,,
1876,5386.0,13.61,0.01,1.0,0.12,2.0,,
1877,5385.0,11.2,0.01,1.0,0.12,2.0,,
1878,5381.0,12.44,0.01,1.0,0.12,2.0,,
1879,5374.0,8.59,0.01,1.0,0.12,2.0,,
1880,5370.0,14.98,0.01,1.0,0.12,2.0,,
1881,5368.0,7.8,0.01,1.0,0.12,2.0,,
1882,5364.0,10.9,0.01,1.0,0.12,2.0,,
1883,5362.0,7.82,0.01,1.0,0.12,2.0,,
1884,5358.0,6.12,0.01,1.0,0.12,2.0,,
1885,5355.0,10.68,0.01,1.0,0.12,2.0,,
1886,5352.0,8.53,0.01,1.0,0.12,2.0,,
1887,5351.0,10.83,0.01,1.0,0.12,2.0,,
1888,5350.0,10.59,0.01,1.0,0.12,2.0,,
1889,5345.0,10.42,0.01,1.0,0.12,2.0,,
1890,5337.0,6.23,0.01,1.0,0.12,2.0,,
1891,5336.0,9.4,0.01,1.0,0.12,2.0,,
1892,5334.0,13.12,0.01,1.0,0.12,2.0,,
1893,5328.0,8.15,0.01,1.0,0.12,2.0,,
1894,5327.0,9.44,0.01,1.0,0.12,2.0,,
1895,5321.0,9.94,0.01,1.0,0.12,2.0,,
1896,5320.0,13.63,0.01,1.0,0.12,2.0,,
1897,5318.0,11.56,0.01,1.0,0.12,2.0,,
1898,5315.0,6.0,0.01,1.0,0.12,2.0,,
1899,5311.0,13.65,0.01,1.0,0.12,2.0,,
1900,5307.0,13.32,0.01,1.0,0.12,2.0,,
1901,5305.0,12.54,0.01,1.0,0.12,2.0,,
1902,5304.0,9.66,0.01,1.0,0.12,2.0,,
1903,5301.0,12.58,0.01,1.0,0.12,2.0,,
1904,5300.0,9.79,0.01,1.0,0.12,2.0,,
1905,5298.0,12.37,0.01,1.0,0.12,2.0,,
1906,5297.0,13.8,0.01,1.0,0.12,2.0,,
1907,5295.0,13.91,0.01,1.0,0.12,2.0,,
1908,5294.0,9.55,0.01,1.0,0.12,2.0,,
1909,5286.0,13.59,0.01,1.0,0.12,2.0,,
1910,5285.0,6.01,0.01,1.0,0.12,2.0,,
1911,5282.0,6.02,0.01,1.0,0.12,2.0,,
1912,5281.0,10.48,0.01,1.0,0.12,2.0,,
1913,5276.0,11.52,0.01,1.0,0.12,2.0,,
1914,5275.0,6.53,0.01,1.0,0.12,2.0,,
1915,5273.0,9.72,0.01,1.0,0.12,2.0,,
1916,5272.0,5.94,0.01,1.0,0.12,2.0,,
1917,5271.0,11.02,0.01,1.0,0.12,2.0,,
1918,5270.0,13.55,0.01,1.0,0.12,2.0,,
1919,5268.0,12.38,0.01,1.0,0.12,2.0,,
1920,5263.0,8.78,0.01,1.0,0.12,2.0,,
1921,5261.0,14.94,0.01,1.0,0.12,2.0,,
1922,5254.0,11.63,0.01,1.0,0.12,2.0,,
1923,5253.0,13.15,0.01,1.0,0.12,2.0,,
1924,5252.0,11.7,0.01,1.0,0.12,2.0,,
1925,5250.0,14.89,0.01,1.0,0.12,2.0,,
1926,5249.0,13.21,0.01,1.0,0.12,2.0,,
1927,5248.0,10.19,0.01,1.0,0.12,2.0,,
1928,5247.0,8.67,0.01,1.0,0.12,2.0,,
1929,5246.0,11.82,0.01,1.0,0.12,2.0,,
1930,5245.0,10.9,0.01,1.0,0.12,2.0,,
1931,5244.0,11.29,0.01,1.0,0.12,2.0,,
1932,5241.0,8.43,0.01,1.0,0.12,2.0,,
1933,5240.0,9.29,0.01,1.0,0.12,2.0,,
1934,5239.0,10.58,0.01,1.0,0.12,2.0,,
1935,5238.0,13.39,0.01,1.0,0.12,2.0,,
1936,5237.0,12.63,0.01,1.0,0.12,2.0,,
1937,5230.0,6.19,0.01,1.0,0.12,2.0,,
1938,5227.0,7.46,0.01,1.0,0.12,2.0,,
1939,5224.0,5.27,0.01,1.0,0.12,2.0,,
1940,5221.0,5.08,0.01,1.0,0.12,2.0,,
1941,5219.0,7.24,0.01,1.0,0.12,2.0,,
1942,5218.0,12.99,0.01,1.0,0.12,2.0,,
1943,5217.0,14.05,0.01,1.0,0.12,2.0,,
1944,5211.0,8.92,0.01,1.0,0.12,2.0,,
1945,5209.0,10.63,0.01,1.0,0.12,2.0,,
1946,5207.0,12.06,0.01,1.0,0.12,2.0,,
1947,5203.0,14.53,0.01,1.0,0.12,2.0,,
1948,5197.0,14.13,0.01,1.0,0.12,2.0,,
1949,5191.0,5.57,0.01,1.0,0.12,2.0,,
1950,5190.0,7.48,0.01,1.0,0.12,2.0,,
1951,5178.0,5.49,0.01,1.0,0.12,2.0,,
1952,5173.0,11.17,0.01,1.0,0.12,2.0,,
1953,5171.0,12.1,0.01,1.0,0.12,2.0,,
1954,5169.0,8.08,0.01,1.0,0.12,2.0,,
1955,5167.0,13.54,0.01,1.0,0.12,2.0,,
1956,5164.0,9.53,0.01,1.0,0.12,2.0,,
1957,5162.0,14.98,0.01,1.0,0.12,2.0,,
1958,5160.0,5.0,0.01,1.0,0.12,2.0,,
1959,5158.0,6.09,0.01,1.0,0.12,2.0,,
1960,5157.0,8.02,0.01,1.0,0.12,2.0,,
1961,5155.0,5.26,0.01,1.0,0.12,2.0,,
1962,5153.0,12.82,0.01,1.0,0.12,2.0,,
1963,5145.0,5.53,0.01,1.0,0.12,2.0,,
1964,5142.0,12.49,0.01,1.0,0.12,2.0,,
1965,5141.0,5.53,0.01,1.0,0.12,2.0,,
1966,5139.0,7.53,0.01,1.0,0.12,2.0,,
1967,5138.0,13.41,0.01,1.0,0.12,2.0,,
1968,5136.0,14.51,0.01,1.0,0.12,2.0,,
1969,5133.0,9.15,0.01,1.0,0.12,2.0,,
1970,5129.0,14.7,0.01,1.0,0.12,2.0,,
1971,5128.0,11.27,0.01,1.0,0.12,2.0,,
1972,5123.0,9.16,0.01,1.0,0.12,2.0,,
1973,5120.0,13.03,0.01,1.0,0.12,2.0,,
1974,5119.0,7.95,0.01,1.0,0.12,2.0,,
1975,5116.0,7.66,0.01,1.0,0.12,2.0,,
1976,5113.0,11.57,0.01,1.0,0.12,2.0,,
1977,5111.0,8.9,0.01,1.0,0.12,2.0,,
1978,5107.0,6.36,0.01,1.0,0.12,2.0,,
1979,5099.0,5.67,0.01,1.0,0.12,2.0,,
1980,5095.0,12.88,0.01,1.0,0.12,2.0,,
1981,5094.0,11.76,0.01,1.0,0.12,2.0,,
1982,5092.0,9.12,0.01,1.0,0.12,2.0,,
1983,5090.0,13.96,0.01,1.0,0.12,2.0,,
1984,5088.0,9.11,0.01,1.0,0.12,2.0,,
1985,5085.0,12.1,0.01,1.0,0.12,2.0,,
1986,5084.0,14.09,0.01,1.0,0.12,2.0,,
1987,5083.0,13.41,0.01,1.0,0.12,2.0,,
1988,5081.0,10.11,0.01,1.0,0.12,2.0,,
1989,5077.0,11.81,0.01,1.0,0.12,2.0,,
1990,5074.0,9.14,0.01,1.0,0.12,2.0,,
1991,5073.0,11.47,0.01,1.0,0.12,2.0,,
1992,5072.0,7.58,0.01,1.0,0.12,2.0,,
1993,5070.0,9.35,0.01,1.0,0.12,2.0,,
1994,5069.0,7.1,0.01,1.0,0.12,2.0,,
1995,5068.0,5.38,0.01,1.0,0.12,2.0,,
1996,5065.0,10.89,0.01,1.0,0.12,2.0,,
1997,5064.0,13.64,0.01,1.0,0.12,2.0,,
1998,5060.0,5.26,0.01,1.0,0.12,2.0,,
1999,5059.0,6.96,0.01,1.0,0.12,2.0,,
2000,5058.0,9.6,0.01,1.0,0.12,2.0,,
2001,5055.0,11.66,0.01,1.0,0.12,2.0,,
2002,5052.0,6.71,0.01,1.0,0.12,2.0,,
2003,5050.0,5.57,0.01,1.0,0.12,2.0,,
2004,5046.0,10.19,0.01,1.0,0.12,2.0,,
2005,5044.0,13.19,0.01,1.0,0.12,2.0,,
2006,5042.0,5.35,0.01,1.0,0.12,2.0,,
2007,5039.0,8.49,0.01,1.0,0.12,2.0,,
2008,5035.0,11.64,0.01,1.0,0.12,2.0,,
2009,5032.0,6.31,0.01,1.0,0.12,2.0,,
2010,5026.0,7.36,0.01,1.0,0.12,2.0,,
2011,5022.0,10.35,0.01,1.0,0.12,2.0,,
2012,5020.0,14.53,0.01,1.0,0.12,2.0,,
2013,5018.0,7.87,0.01,1.0,0.12,2.0,,
2014,5017.0,9.88,0.01,1.0,0.12,2.0,,
2015,5014.0,9.0,0.01,1.0,0.12,2.0,,
2016,5011.0,13.97,0.01,1.0,0.12,2.0,,
2017,5007.0,5.72,0.01,1.0,0.12,2.0,,
2018,5005.0,10.66,0.01,1.0,0.12,2.0,,
2019,5003.0,13.46,0.01,1.0,0.12,2.0,,
2020,6993.0,10.56,0.01,1.0,0.12,2.0,,
2021,6992.0,8.58,0.01,1.0,0.12,2.0,,
2022,6986.0,9.45,0.01,1.0,0.12,2.0,,
2023,6985.0,10.94,0.01,1.0,0.12,2.0,,
2024,6983.0,11.59,0.01,1.0,0.12,2.0,,
2025,6982.0,11.48,0.01,1.0,0.12,2.0,,
2026,6979.0,7.61,0.01,1.0,0.12,2.0,,
2027,6976.0,13.1,0.01,1.0,0.12,2.0,,
2028,6971.0,14.18,0.01,1.0,0.12,2.0,,
2029,6968.0,8.16,0.01,1.0,0.12,2.0,,
2030,6966.0,5.17,0.01,1.0,0.12,2.0,,
2031,6964.0,13.99,0.01,1.0,0.12,2.0,,
2032,6956.0,14.24,0.01,1.0,0.12,2.0,,
2033,6951.0,5.51,0.01,1.0,0.12,2.0,,
2034,6949.0,5.05,0.01,1.0,0.12,2.0,,
2035,6948.0,13.16,0.01,1.0,0.12,2.0,,
2036,6945.0,8.01,0.01,1.0,0.12,2.0,,
2037,6939.0,14.15,0.01,1.0,0.12,2.0,,
2038,6936.0,7.17,0.01,1.0,0.12,2.0,,
2039,6934.0,13.61,0.01,1.0,0.12,2.0,,
2040,6930.0,5.69,0.01,1.0,0.12,2.0,,
2041,6928.0,7.61,0.01,1.0,0.12,2.0,,
2042,6926.0,14.73,0.01,1.0,0.12,2.0,,
2043,6925.0,7.31,0.01,1.0,0.12,2.0,,
2044,6924.0,6.33,0.01,1.0,0.12,2.0,,
2045,6919.0,13.57,0.01,1.0,0.12,2.0,,
2046,6916.0,6.18,0.01,1.0,0.12,2.0,,
2047,6915.0,5.97,0.01,1.0,0.12,2.0,,
2048,6906.0,8.23,0.01,1.0,0.12,2.0,,
2049,6904.0,11.35,0.01,1.0,0.12,2.0,,
2050,6898.0,12.11,0.01,1.0,0.12,2.0,,
2051,6890.0,13.81,0.01,1.0,0.12,2.0,,
2052,6889.0,10.41,0.01,1.0,0.12,2.0,,
2053,6888.0,8.93,0.01,1.0,0.12,2.0,,
2054,6878.0,8.59,0.01,1.0,0.12,2.0,,
2055,6877.0,13.47,0.01,1.0,0.12,2.0,,
2056,6876.0,12.24,0.01,1.0,0.12,2.0,,
2057,6874.0,14.05,0.01,1.0,0.12,2.0,,
2058,6871.0,14.64,0.01,1.0,0.12,2.0,,
2059,6869.0,8.0,0.01,1.0,0.12,2.0,,
2060,6865.0,10.3,0.01,1.0,0.12,2.0,,
2061,6856.0,11.32,0.01,1.0,0.12,2.0,,
2062,6852.0,6.64,0.01,1.0,0.12,2.0,,
2063,6849.0,5.53,0.01,1.0,0.12,2.0,,
2064,6847.0,13.68,0.01,1.0,0.12,2.0,,
2065,6840.0,10.36,0.01,1.0,0.12,2.0,,
2066,6836.0,10.71,0.01,1.0,0.12,2.0,,
2067,6827.0,10.55,0.01,1.0,0.12,2.0,,
2068,6826.0,12.55,0.01,1.0,0.12,2.0,,
2069,6824.0,6.46,0.01,1.0,0.12,2.0,,
2070,6818.0,11.14,0.01,1.0,0.12,2.0,,
2071,6815.0,9.69,0.01,1.0,0.12,2.0,,
2072,6812.0,13.97,0.01,1.0,0.12,2.0,,
2073,6809.0,10.2,0.01,1.0,0.12,2.0,,
2074,6808.0,14.43,0.01,1.0,0.12,2.0,,
2075,6807.0,8.53,0.01,1.0,0.12,2.0,,
2076,6806.0,14.67,0.01,1.0,0.12,2.0,,
2077,6803.0,13.75,0.01,1.0,0.12,2.0,,
2078,6802.0,10.84,0.01,1.0,0.12,2.0,,
2079,6800.0,8.54,0.01,1.0,0.12,2.0,,
2080,6798.0,8.76,0.01,1.0,0.12,2.0,,
2081,6796.0,12.73,0.01,1.0,0.12,2.0,,
2082,6791.0,10.81,0.01,1.0,0.12,2.0,,
2083,6787.0,9.02,0.01,1.0,0.12,2.0,,
2084,6781.0,11.36,0.01,1.0,0.12,2.0,,
2085,6780.0,12.33,0.01,1.0,0.12,2.0,,
2086,6777.0,5.23,0.01,1.0,0.12,2.0,,
2087,6773.0,5.9,0.01,1.0,0.12,2.0,,
2088,6772.0,5.94,0.01,1.0,0.12,2.0,,
2089,6770.0,7.32,0.01,1.0,0.12,2.0,,
2090,6769.0,9.27,0.01,1.0,0.12,2.0,,
2091,6757.0,13.04,0.01,1.0,0.12,2.0,,
2092,6756.0,8.51,0.01,1.0,0.12,2.0,,
2093,6751.0,5.17,0.01,1.0,0.12,2.0,,
2094,6745.0,9.83,0.01,1.0,0.12,2.0,,
2095,6740.0,14.97,0.01,1.0,0.12,2.0,,
2096,6739.0,8.49,0.01,1.0,0.12,2.0,,
2097,6738.0,14.61,0.01,1.0,0.12,2.0,,
2098,6737.0,6.01,0.01,1.0,0.12,2.0,,
2099,6735.0,6.73,0.01,1.0,0.12,2.0,,
2100,6734.0,12.24,0.01,1.0,0.12,2.0,,
2101,6731.0,10.01,0.01,1.0,0.12,2.0,,
2102,6729.0,12.65,0.01,1.0,0.12,2.0,,
2103,6720.0,13.64,0.01,1.0,0.12,2.0,,
2104,6717.0,7.51,0.01,1.0,0.12,2.0,,
2105,6715.0,11.83,0.01,1.0,0.12,2.0,,
2106,6714.0,11.08,0.01,1.0,0.12,2.0,,
2107,6710.0,13.62,0.01,1.0,0.12,2.0,,
2108,6707.0,9.3,0.01,1.0,0.12,2.0,,
2109,6705.0,5.52,0.01,1.0,0.12,2.0,,
2110,6704.0,10.74,0.01,1.0,0.12,2.0,,
2111,6700.0,14.59,0.01,1.0,0.12,2.0,,
2112,6696.0,5.15,0.01,1.0,0.12,2.0,,
2113,6693.0,7.4,0.01,1.0,0.12,2.0,,
2114,6684.0,8.16,0.01,1.0,0.12,2.0,,
2115,6681.0,12.66,0.01,1.0,0.12,2.0,,
2116,6680.0,8.23,0.01,1.0,0.12,2.0,,
2117,6676.0,7.39,0.01,1.0,0.12,2.0,,
2118,6674.0,11.49,0.01,1.0,0.12,2.0,,
2119,6669.0,5.46,0.01,1.0,0.12,2.0,,
2120,6664.0,6.71,0.01,1.0,0.12,2.0,,
2121,6660.0,9.08,0.01,1.0,0.12,2.0,,
2122,6652.0,8.56,0.01,1.0,0.12,2.0,,
2123,6651.0,8.47,0.01,1.0,0.12,2.0,,
2124,6647.0,6.09,0.01,1.0,0.12,2.0,,
2125,6643.0,8.61,0.01,1.0,0.12,2.0,,
2126,6638.0,12.98,0.01,1.0,0.12,2.0,,
2127,6636.0,9.14,0.01,1.0,0.12,2.0,,
2128,6634.0,10.86,0.01,1.0,0.12,2.0,,
2129,6631.0,6.64,0.01,1.0,0.12,2.0,,
2130,6630.0,5.7,0.01,1.0,0.12,2.0,,
2131,6629.0,13.8,0.01,1.0,0.12,2.0,,
2132,6625.0,8.31,0.01,1.0,0.12,2.0,,
2133,6624.0,8.5,0.01,1.0,0.12,2.0,,
2134,6623.0,13.78,0.01,1.0,0.12,2.0,,
2135,6622.0,12.08,0.01,1.0,0.12,2.0,,
2136,6621.0,12.56,0.01,1.0,0.12,2.0,,
2137,6619.0,11.82,0.01,1.0,0.12,2.0,,
2138,6618.0,6.06,0.01,1.0,0.12,2.0,,
2139,6617.0,14.58,0.01,1.0,0.12,2.0,,
2140,6614.0,14.09,0.01,1.0,0.12,2.0,,
2141,6613.0,7.36,0.01,1.0,0.12,2.0,,
2142,6611.0,13.04,0.01,1.0,0.12,2.0,,
2143,6610.0,9.09,0.01,1.0,0.12,2.0,,
2144,6602.0,11.84,0.01,1.0,0.12,2.0,,
2145,6601.0,6.66,0.01,1.0,0.12,2.0,,
2146,6600.0,10.39,0.01,1.0,0.12,2.0,,
2147,6599.0,6.27,0.01,1.0,0.12,2.0,,
2148,6598.0,10.36,0.01,1.0,0.12,2.0,,
2149,6592.0,7.44,0.01,1.0,0.12,2.0,,
2150,6591.0,9.52,0.01,1.0,0.12,2.0,,
2151,6590.0,11.68,0.01,1.0,0.12,2.0,,
2152,6589.0,13.77,0.01,1.0,0.12,2.0,,
2153,6588.0,6.65,0.01,1.0,0.12,2.0,,
2154,6585.0,13.93,0.01,1.0,0.12,2.0,,
2155,6584.0,8.9,0.01,1.0,0.12,2.0,,
2156,6583.0,13.44,0.01,1.0,0.12,2.0,,
2157,6580.0,10.13,0.01,1.0,0.12,2.0,,
2158,6579.0,13.62,0.01,1.0,0.12,2.0,,
2159,6573.0,11.63,0.01,1.0,0.12,2.0,,
2160,6572.0,10.09,0.01,1.0,0.12,2.0,,
2161,6567.0,8.13,0.01,1.0,0.12,2.0,,
2162,6565.0,14.69,0.01,1.0,0.12,2.0,,
2163,6564.0,13.01,0.01,1.0,0.12,2.0,,
2164,6559.0,8.81,0.01,1.0,0.12,2.0,,
2165,6557.0,6.67,0.01,1.0,0.12,2.0,,
2166,6556.0,12.8,0.01,1.0,0.12,2.0,,
2167,6549.0,14.9,0.01,1.0,0.12,2.0,,
2168,6548.0,7.79,0.01,1.0,0.12,2.0,,
2169,6546.0,14.16,0.01,1.0,0.12,2.0,,
2170,6544.0,6.25,0.01,1.0,0.12,2.0,,
2171,6542.0,14.52,0.01,1.0,0.12,2.0,,
2172,6540.0,12.45,0.01,1.0,0.12,2.0,,
2173,6539.0,8.47,0.01,1.0,0.12,2.0,,
2174,6534.0,8.05,0.01,1.0,0.12,2.0,,
2175,6526.0,11.43,0.01,1.0,0.12,2.0,,
2176,6524.0,10.94,0.01,1.0,0.12,2.0,,
2177,6520.0,14.19,0.01,1.0,0.12,2.0,,
2178,6519.0,12.66,0.01,1.0,0.12,2.0,,
2179,6512.0,10.4,0.01,1.0,0.12,2.0,,
2180,6510.0,14.28,0.01,1.0,0.12,2.0,,
2181,6508.0,10.93,0.01,1.0,0.12,2.0,,
2182,6507.0,13.5,0.01,1.0,0.12,2.0,,
2183,6501.0,13.41,0.01,1.0,0.12,2.0,,
2184,6499.0,14.19,0.01,1.0,0.12,2.0,,
2185,6498.0,5.68,0.01,1.0,0.12,2.0,,
2186,6497.0,10.84,0.01,1.0,0.12,2.0,,
2187,6494.0,9.68,0.01,1.0,0.12,2.0,,
2188,6487.0,9.91,0.01,1.0,0.12,2.0,,
2189,6485.0,9.6,0.01,1.0,0.12,2.0,,
2190,6482.0,13.37,0.01,1.0,0.12,2.0,,
2191,6481.0,8.18,0.01,1.0,0.12,2.0,,
2192,6480.0,9.63,0.01,1.0,0.12,2.0,,
2193,6478.0,7.01,0.01,1.0,0.12,2.0,,
2194,6475.0,7.52,0.01,1.0,0.12,2.0,,
2195,6474.0,11.6,0.01,1.0,0.12,2.0,,
2196,6470.0,6.17,0.01,1.0,0.12,2.0,,
2197,6465.0,6.88,0.01,1.0,0.12,2.0,,
2198,6464.0,10.28,0.01,1.0,0.12,2.0,,
2199,6462.0,5.44,0.01,1.0,0.12,2.0,,
2200,6461.0,6.27,0.01,1.0,0.12,2.0,,
2201,6460.0,13.63,0.01,1.0,0.12,2.0,,
2202,6459.0,13.46,0.01,1.0,0.12,2.0,,
2203,6458.0,8.48,0.01,1.0,0.12,2.0,,
2204,6453.0,8.48,0.01,1.0,0.12,2.0,,
2205,6450.0,14.37,0.01,1.0,0.12,2.0,,
2206,6448.0,5.26,0.01,1.0,0.12,2.0,,
2207,6445.0,10.8,0.01,1.0,0.12,2.0,,
2208,6444.0,10.97,0.01,1.0,0.12,2.0,,
2209,6443.0,12.88,0.01,1.0,0.12,2.0,,
2210,6442.0,14.52,0.01,1.0,0.12,2.0,,
2211,6440.0,8.56,0.01,1.0,0.12,2.0,,
2212,6439.0,9.38,0.01,1.0,0.12,2.0,,
2213,6436.0,11.71,0.01,1.0,0.12,2.0,,
2214,6431.0,14.67,0.01,1.0,0.12,2.0,,
2215,6429.0,13.91,0.01,1.0,0.12,2.0,,
2216,6428.0,11.67,0.01,1.0,0.12,2.0,,
2217,6427.0,13.57,0.01,1.0,0.12,2.0,,
2218,6425.0,5.85,0.01,1.0,0.12,2.0,,
2219,6424.0,8.77,0.01,1.0,0.12,2.0,,
2220,6420.0,5.13,0.01,1.0,0.12,2.0,,
2221,6417.0,6.77,0.01,1.0,0.12,2.0,,
2222,6411.0,11.3,0.01,1.0,0.12,2.0,,
2223,6409.0,13.86,0.01,1.0,0.12,2.0,,
2224,6402.0,11.33,0.01,1.0,0.12,2.0,,
2225,6401.0,11.64,0.01,1.0,0.12,2.0,,
2226,6399.0,6.04,0.01,1.0,0.12,2.0,,
2227,6389.0,11.65,0.01,1.0,0.12,2.0,,
2228,6384.0,9.54,0.01,1.0,0.12,2.0,,
2229,6383.0,11.51,0.01,1.0,0.12,2.0,,
2230,6377.0,8.26,0.01,1.0,0.12,2.0,,
2231,6374.0,10.81,0.01,1.0,0.12,2.0,,
